actor_loss,discrete_loss,frame,logits_entropy,offset_loss,step,total_time
4627.45703125,1.5905520915985107,0,2.079211711883545,4625.86669921875,0.0,3.1763997077941895
3130.2181650293937,1.5426010251045228,100,2.07744699716568,3135.6067390441895,100.0,5.1624836921691895
2296.744955232828,1.3980688774585723,200,2.059153106212616,2295.786310195923,200.0,7.302901268005371
2207.1517563621596,1.2903485739231109,300,2.03287043094635,2206.3796920776367,300.0,9.271254301071167
2145.4179034846843,1.2050791847705842,400,2.0032712697982786,2144.5593452453613,400.0,11.233476877212524
2106.267599880105,1.1414548766613006,500,1.9687313532829285,2105.466993331909,500.0,13.36931037902832
2064.603213470761,1.083360916376114,600,1.929287339448929,2063.525894165039,600.0,15.362170457839966
2036.2463270130725,1.0282318449020387,700,1.8789254474639892,2035.4419250488281,700.0,17.340896368026733
1968.0852449624845,0.9839303267002105,800,1.831467444896698,1967.762107849121,800.0,19.333930015563965
1915.5888647702661,0.9504305583238601,900,1.7882694220542907,1914.7284870147705,900.0,21.37397789955139
1857.4818018545018,0.9189789479970932,1000,1.7467505574226379,1855.7444190979004,1000.0,23.973591327667236
1805.864800481513,0.896079626083374,1100,1.7125303208827973,1804.5314388275146,1100.0,27.373860836029053
1748.541990978883,0.8732502239942551,1200,1.6819329524040223,1746.8710803985596,1200.0,30.94144582748413
1706.560679822865,0.8532168406248093,1300,1.6546416687965393,1706.5924320220947,1300.0,35.35250902175903
1649.5389368038366,0.826687838435173,1400,1.6261643302440643,1648.761685371399,1400.0,39.30127000808716
1626.223495030167,0.8270673137903214,1500,1.60541717171669,1625.9688892364502,1500.0,43.221296310424805
1575.9045772741338,0.8006885838508606,1600,1.5817840564250947,1575.741364479065,1600.0,47.53788924217224
1535.5729907951732,0.7924487000703812,1700,1.5585686540603638,1535.3414087295532,1700.0,50.89315962791443
1485.9603658241801,0.7811906325817108,1800,1.5394904541969299,1485.3505506515503,1800.0,54.9813289642334
1424.1929206470452,0.7646576017141342,1900,1.5167175030708313,1423.562728881836,1900.0,58.33682894706726
1368.6134625425434,0.7637437742948532,2000,1.5004805648326873,1367.5394773483276,2000.0,63.731990337371826
1307.0505576558633,0.7425414043664932,2100,1.4836221790313722,1306.02095413208,2100.0,66.75106024742126
1223.5981856242265,0.7376459354162216,2200,1.4660529804229736,1222.4545698165894,2200.0,69.70143294334412
1133.0730010684174,0.7320207691192627,2300,1.454346626996994,1132.271921157837,2300.0,72.52174782752991
1038.4841556360225,0.7096356993913651,2400,1.4415915167331697,1037.8922128677368,2400.0,75.59436464309692
952.2798214147587,0.7028109872341156,2500,1.431091080904007,952.7316789627075,2500.0,78.5559492111206
864.4600491665377,0.6974661946296692,2600,1.4257368302345277,862.5791893005371,2600.0,81.84230375289917
752.4338106967435,0.6793264502286911,2700,1.4166255486011505,752.376781463623,2700.0,87.30217623710632
693.7245906414372,0.6737364882230759,2800,1.413246191740036,693.2735738754272,2800.0,90.92993378639221
617.1927795410156,0.6650785779953003,2900,1.404280949831009,616.5693974494934,2900.0,95.10364937782288
554.7380546343209,0.652757620215416,3000,1.3984566724300385,554.8333177566528,3000.0,98.74524211883545
515.2500791644106,0.6490683710575104,3100,1.3942455899715425,514.5297799110413,3100.0,102.21434950828552
496.27844963451423,0.6439855772256852,3200,1.3928562319278717,495.4891514778137,3200.0,106.16749024391174
455.2559602945158,0.6248664301633835,3300,1.386257836818695,454.91874527931213,3300.0,110.36731362342834
420.65095414265545,0.6139691829681396,3400,1.3818366146087646,420.6055817604065,3400.0,114.9401330947876
404.57621447874766,0.6113377529382705,3500,1.3796732342243194,403.9014251232147,3500.0,119.81518936157227
377.32580702375657,0.5993801182508469,3600,1.3731184208393097,376.37061500549316,3600.0,124.43457102775574
365.29906033053254,0.5884130132198334,3700,1.370500215291977,363.8054265975952,3700.0,129.8800790309906
350.04444386699413,0.5895414930582047,3800,1.3695704305171967,349.6262061595917,3800.0,134.2719588279724
325.7344302942257,0.5845533567667007,3900,1.3689212906360626,326.60216677188873,3900.0,137.8693745136261
308.3952863334429,0.5737174642086029,4000,1.3637196254730224,308.45244657993317,4000.0,144.2453441619873
309.5488788869121,0.5740408408641815,4100,1.3635337662696838,309.46873807907104,4100.0,147.57925009727478
309.9859026918317,0.5693488711118698,4200,1.362095594406128,309.44171929359436,4200.0,152.54384779930115
297.9903822794999,0.5703870186209679,4300,1.36597909450531,297.38350665569305,4300.0,156.41398549079895
269.02175185703993,0.5578046485781669,4400,1.3585813021659852,268.6612492799759,4400.0,159.82132816314697
268.6931820860003,0.5583662277460099,4500,1.3570211374759673,267.9982295036316,4500.0,163.06549072265625
252.0427576197256,0.5491430369019509,4600,1.3552863097190857,251.66873145103455,4600.0,166.01134252548218
245.5495674964225,0.5453634947538376,4700,1.3510759210586547,244.59158277511597,4700.0,168.8311424255371
229.9034269729463,0.5349082866311073,4800,1.3469412922859192,229.35541141033173,4800.0,171.62899446487427
231.482984788347,0.5380816939473152,4900,1.3428629696369172,231.09738063812256,4900.0,174.3212218284607
208.80091359355663,0.5295838776230812,5000,1.3438040006160736,207.7698676586151,5000.0,177.33369040489197
199.70876002547766,0.5339547675848008,5100,1.3393676793575287,199.29134583473206,5100.0,180.0459427833557
192.93241308231165,0.5251035073399544,5200,1.3370610213279723,192.37888205051422,5200.0,182.5660219192505
192.96541187078645,0.5206568124890327,5300,1.3399465692043304,193.28077247738838,5300.0,185.30000972747803
177.41980086222733,0.5130431225895882,5400,1.3304345953464507,176.95881402492523,5400.0,188.23150515556335
177.70531221899657,0.5156259649991989,5500,1.3324395418167114,176.83651983737946,5500.0,190.75148725509644
166.36147059072363,0.5077342629432678,5600,1.325431752204895,166.05956664681435,5600.0,193.18277668952942
158.8427755384162,0.5078832030296325,5700,1.324168599843979,159.10493740439415,5700.0,195.55130171775818
155.16545176742102,0.5046545398235321,5800,1.3240773022174834,154.27450267970562,5800.0,197.90159797668457
149.54368251149018,0.5043276172876358,5900,1.3219519901275634,149.37394732236862,5900.0,200.19186282157898
146.5133134374524,0.5043429064750672,6000,1.3213226985931397,145.7284606397152,6000.0,203.92781329154968
141.77938669978982,0.4987562048435211,6100,1.3190486013889313,141.63977129757404,6100.0,206.27997207641602
128.94772128303453,0.49279127657413485,6200,1.3140428268909454,128.5453343987465,6200.0,208.74896669387817
120.92316239423091,0.48840816915035246,6300,1.3078826022148133,121.45418954640627,6300.0,211.2101535797119
111.60616196736251,0.47942859947681427,6400,1.3020604848861694,111.88021109998226,6400.0,213.57423734664917
116.3147433347041,0.4840489900112152,6500,1.3026454615592957,115.52356177568436,6500.0,215.99586820602417
115.70690290054472,0.47764488220214846,6600,1.2991394436359405,114.01446772739291,6600.0,218.83404755592346
105.8128526564872,0.47814466267824174,6700,1.297167899608612,105.80730027705431,6700.0,221.17098093032837
105.07061270439979,0.47506179541349414,6800,1.29179381608963,104.82253079116344,6800.0,223.55891466140747
