actor_loss,discrete_loss,frame,logits_entropy,offset_loss,step,total_time
4451.8984375,1.5905520915985107,0,2.079211711883545,4450.3082275390625,0.0,3.7408530712127686
3245.1888439820545,1.540905350446701,100,2.077274444103241,3250.872398376465,100.0,5.873485803604126
2349.121818920173,1.3833130979537964,200,2.0552950572967528,2348.391538619995,200.0,7.931346893310547
2244.000594639542,1.2682456290721893,300,2.0233742713928224,2243.1730213165283,300.0,9.994342565536499
2172.7899254525064,1.1813395249843597,400,1.9893350553512574,2171.9693851470947,400.0,12.128480434417725
2131.3685314820545,1.1184095907211304,500,1.9507378101348878,2130.586042404175,500.0,14.228447914123535
2082.3839715636605,1.0649617063999175,600,1.9111756777763367,2081.305700302124,600.0,16.312092065811157
2046.6988464959777,1.01913230240345,700,1.8682367277145386,2045.7412490844727,700.0,18.495164155960083
2001.7020505395267,0.9816314303874969,800,1.8249258244037627,2001.1668891906738,800.0,20.811711072921753
1956.4125517288057,0.9525439697504043,900,1.7861966323852538,1955.6290607452393,900.0,23.38247323036194
1903.5300232537902,0.924329344034195,1000,1.7482262074947357,1901.7953186035156,1000.0,25.701812028884888
1859.7399298035273,0.9027855914831161,1100,1.7153411328792572,1858.4488697052002,1100.0,27.853790760040283
1808.5904444326268,0.8808609062433242,1200,1.6842902266979218,1807.0516052246094,1200.0,30.240713596343994
1765.6603085357365,0.8600807172060013,1300,1.6563423359394074,1765.6168956756592,1300.0,32.71955609321594
1708.6920371480508,0.8333993673324585,1400,1.6265341567993163,1707.9482898712158,1400.0,35.160879135131836
1682.5062763478497,0.8320301139354705,1500,1.603768892288208,1682.1048650741577,1500.0,37.64833998680115
1632.234540580523,0.8053425496816635,1600,1.5790988647937774,1631.9043455123901,1600.0,40.14243721961975
1597.1385715597928,0.7972946804761887,1700,1.5561683988571167,1596.966121673584,1700.0,42.70084524154663
1554.0290853670328,0.7873210352659226,1800,1.5381220066547394,1553.3049297332764,1800.0,45.44333457946777
1502.303712146117,0.771569738984108,1900,1.515845421552658,1501.7786960601807,1900.0,48.07412528991699
1457.3277346167233,0.7718544769287109,2000,1.4980056667327881,1456.0801858901978,2000.0,53.844218492507935
1406.277966187732,0.7521433329582214,2100,1.4801760983467103,1405.2957048416138,2100.0,57.72974109649658
1341.1459815903465,0.7483727949857711,2200,1.4622773921489716,1340.0126705169678,2200.0,61.11195492744446
