actor_loss,frame,step,total_time
43.85691833496094,0,0.0,5.51518440246582
34.96872764058632,100,100.0,6.542778968811035
24.011678015831674,200,200.0,7.543652296066284
14.863498376147582,300,300.0,8.530221939086914
8.989780053053751,400,400.0,9.560458660125732
4.680428025746109,500,500.0,10.560088157653809
2.4784091793664613,600,600.0,11.680054903030396
1.3764425347937215,700,700.0,12.850092649459839
0.7958673528663003,800,800.0,13.969968557357788
0.5037527967170619,900,900.0,14.970726251602173
0.16652046463055775,1000,1000.0,15.961807489395142
0.0071740360875235925,1100,1100.0,16.981460094451904
-0.1013598362408062,1200,1200.0,17.991365909576416
-0.24554914603065145,1300,1300.0,18.991568326950073
-0.33171570939150186,1400,1400.0,20.03015947341919
-0.34997736939256735,1500,1500.0,21.041625261306763
-0.4704857987379379,1600,1600.0,22.08153486251831
-0.49036211996237833,1700,1700.0,23.10015320777893
-0.49468040728185436,1800,1800.0,24.083203315734863
-0.5337693672811631,1900,1900.0,25.09126305580139
-0.595950600829455,2000,2000.0,26.734521627426147
-0.6198743751438538,2100,2100.0,27.90136170387268
-0.6463709394678031,2200,2200.0,28.89176058769226
-0.696280450218975,2300,2300.0,29.891581296920776
-0.6836048128581284,2400,2400.0,30.88213849067688
-0.7152507163510464,2500,2500.0,31.951970100402832
-0.7026106141286321,2600,2600.0,33.12515330314636
-0.770112342616119,2700,2700.0,34.282001972198486
-0.7649951281376405,2800,2800.0,35.372424840927124
-0.7754475281085118,2900,2900.0,36.39329934120178
-0.8045165413013189,3000,3000.0,37.65337610244751
-0.7941972986601367,3100,3100.0,38.74023747444153
-0.8100867734687163,3200,3200.0,39.8813636302948
-0.806745894327022,3300,3300.0,40.98635911941528
-0.8410015378405552,3400,3400.0,42.16955065727234
-0.8939366449814031,3500,3500.0,43.34753942489624
-0.9152533134611527,3600,3600.0,44.37184381484985
-0.8710189609244319,3700,3700.0,45.39319372177124
-0.9347801633400492,3800,3800.0,46.421377658843994
-0.9457760902472062,3900,3900.0,47.43645215034485
-0.9444028422383979,4000,4000.0,49.245108127593994
-0.9230928105292934,4100,4100.0,50.39570736885071
-0.9712703219144652,4200,4200.0,51.46838569641113
-0.9769517242318333,4300,4300.0,52.522058725357056
-0.9723767163139758,4400,4400.0,53.670068979263306
-0.9640869117609345,4500,4500.0,54.77523994445801
-0.9621167095875977,4600,4600.0,55.89822340011597
-0.9953149825629621,4700,4700.0,56.98137378692627
-0.9933204184664358,4800,4800.0,58.0420823097229
-0.9862078150900284,4900,4900.0,59.12900900840759
-1.0176888187923054,5000,5000.0,60.22048830986023
-1.0396630046981397,5100,5100.0,61.370423793792725
-1.0078242515573408,5200,5200.0,62.54247713088989
-1.0169067427073375,5300,5300.0,63.77940249443054
-0.982191430828949,5400,5400.0,64.9313006401062
-1.048542962510987,5500,5500.0,66.11142063140869
-1.04023673569802,5600,5600.0,67.32745385169983
-0.9966558099973319,5700,5700.0,68.40163922309875
-1.0639482854616524,5800,5800.0,69.4417233467102
-1.0212942231999766,5900,5900.0,70.5094940662384
-1.0228534860186058,6000,6000.0,72.40010142326355
-1.0176968828286275,6100,6100.0,73.62142896652222
-1.020968447227289,6200,6200.0,74.8142786026001
-1.0524194765799115,6300,6300.0,75.8839864730835
-0.9921801450228928,6400,6400.0,76.9254777431488
-1.0001449587911662,6500,6500.0,77.97406506538391
-1.0145143898996976,6600,6600.0,79.04150724411011
-1.0262555639342505,6700,6700.0,80.07390546798706
-1.0423520670668913,6800,6800.0,81.14650535583496
-1.0346025110471366,6900,6900.0,82.21001410484314
-1.0045667722968772,7000,7000.0,83.30058646202087
-1.0126299385977264,7100,7100.0,84.52320313453674
-1.0159408739297697,7200,7200.0,85.63235592842102
-1.0006027755760911,7300,7300.0,86.71330332756042
-1.0042547456698843,7400,7400.0,87.78019332885742
-1.0303240863993617,7500,7500.0,88.82909059524536
-0.9915253623287277,7600,7600.0,89.88932943344116
-0.9739872364714595,7700,7700.0,90.94941735267639
-1.0598388491290631,7800,7800.0,92.00120973587036
-1.0353160131685804,7900,7900.0,93.19910836219788
-1.0257765302563657,8000,8000.0,94.98181653022766
-1.0734912915395038,8100,8100.0,96.09135270118713
-1.0228076922421407,8200,8200.0,97.15193629264832
-1.0704993866015189,8300,8300.0,98.30456376075745
-0.9997768772415595,8400,8400.0,99.46146845817566
-1.0560775744442892,8500,8500.0,100.59815406799316
-1.0817363687080912,8600,8600.0,102.04247450828552
-1.049096679923558,8700,8700.0,103.29931902885437
-1.040414293803791,8800,8800.0,104.37927842140198
