actor_loss,frame,step,total_time
43.460289001464844,0,0.0,4.886784076690674
43.17006407633866,100,100.0,5.697513103485107
42.93908952014281,200,200.0,6.557696104049683
42.74569573732886,300,300.0,7.444613695144653
42.61444847182472,400,400.0,8.385520219802856
42.55231838415165,500,500.0,9.235822439193726
42.55307173020769,600,600.0,10.23677396774292
42.39901359482567,700,700.0,11.302515506744385
42.54977639830938,800,800.0,12.351223468780518
42.503907987386874,900,900.0,13.436642408370972
42.38503424011835,1000,1000.0,14.476837635040283
42.448716305270054,1100,1100.0,15.52461051940918
42.49089382662631,1200,1200.0,16.596725940704346
42.465752629950494,1300,1300.0,17.636749982833862
42.5559021978095,1400,1400.0,18.67655920982361
42.42055439712978,1500,1500.0,19.722094535827637
42.478915375058016,1600,1600.0,20.74667716026306
42.56584650927251,1700,1700.0,21.799975156784058
42.381696304472364,1800,1800.0,22.90679430961609
42.33027766010549,1900,1900.0,23.928294897079468
42.431185127484916,2000,2000.0,29.231743574142456
42.39299260507716,2100,2100.0,30.25776195526123
42.491037765351855,2200,2200.0,31.320311784744263
42.27927825474503,2300,2300.0,32.464823722839355
42.301408673276995,2400,2400.0,33.61819505691528
42.46048638372138,2500,2500.0,34.75197911262512
42.501534490302056,2600,2600.0,35.797731161117554
42.34719580470926,2700,2700.0,36.817342042922974
42.277652551632116,2800,2800.0,37.99369502067566
42.33252466787206,2900,2900.0,39.35662364959717
42.28306028158358,3000,3000.0,40.62782907485962
42.31209824817015,3100,3100.0,41.81573677062988
42.22911355046943,3200,3200.0,42.89792037010193
42.17584103877002,3300,3300.0,43.990891456604004
42.29296421768642,3400,3400.0,45.068464279174805
42.26569321131942,3500,3500.0,46.136629819869995
42.39559959185006,3600,3600.0,47.17763638496399
42.15575492027963,3700,3700.0,48.21770453453064
42.24724967881004,3800,3800.0,49.28574252128601
42.531213817029894,3900,3900.0,50.336442708969116
42.225209906549736,4000,4000.0,55.87076449394226
42.27786662791035,4100,4100.0,56.938289642333984
42.22962490874942,4200,4200.0,57.987109899520874
42.430857290135755,4300,4300.0,59.025449991226196
42.38913435983186,4400,4400.0,60.055686950683594
42.114117726241005,4500,4500.0,61.11684203147888
42.21473006446763,4600,4600.0,62.30667853355408
42.133955473947054,4700,4700.0,63.338993072509766
42.190929488380355,4800,4800.0,64.43215870857239
42.372604143501505,4900,4900.0,65.65677261352539
42.205732062311455,5000,5000.0,66.90128755569458
42.19130888079653,5100,5100.0,68.21861338615417
42.11203422168694,5200,5200.0,69.44966292381287
42.25779678797958,5300,5300.0,70.52706861495972
42.1637664266152,5400,5400.0,71.57635831832886
42.174161854356825,5500,5500.0,72.63595962524414
42.15252198323165,5600,5600.0,73.69137048721313
42.24082021429987,5700,5700.0,74.72680115699768
41.93026699406086,5800,5800.0,75.77125406265259
42.102847713055,5900,5900.0,76.84578084945679
42.134991749678505,6000,6000.0,83.36678791046143
42.02892537636332,6100,6100.0,84.44879102706909
42.041748991107,6200,6200.0,85.50782132148743
42.28493847233234,6300,6300.0,86.56674861907959
42.13239775553788,6400,6400.0,87.63334774971008
41.99720246721022,6500,6500.0,88.69004821777344
42.09690611433275,6600,6600.0,89.74645757675171
42.078481277616895,6700,6700.0,90.78403043746948
41.920257757205775,6800,6800.0,91.82942175865173
41.95998782922726,6900,6900.0,92.87793731689453
41.962639383750385,7000,7000.0,93.91546845436096
42.08542984310943,7100,7100.0,95.03545618057251
41.978629008378135,7200,7200.0,96.10464406013489
42.16604837096563,7300,7300.0,97.2501871585846
41.97713051219978,7400,7400.0,98.6208918094635
41.92064413693872,7500,7500.0,99.97639536857605
42.05885220518206,7600,7600.0,101.15726065635681
42.10104917771746,7700,7700.0,102.20652770996094
42.11808195208559,7800,7800.0,103.25245332717896
42.02157993127804,7900,7900.0,104.38766574859619
41.939246829193415,8000,8000.0,110.57325482368469
42.049370718474435,8100,8100.0,111.65087389945984
42.071564476088724,8200,8200.0,112.72637414932251
