actor_loss,frame,step,total_time
45.574676513671875,0,0.0,4.960546493530273
32.683647306838836,100,100.0,6.320043325424194
23.50101353862498,200,200.0,7.65521502494812
22.382364764071927,300,300.0,9.034052848815918
21.622957399576016,400,400.0,10.441955089569092
21.249528544964175,500,500.0,11.72668170928955
20.85189105496548,600,600.0,13.078073024749756
20.571359086744856,700,700.0,14.5314040184021
20.148290143154636,800,800.0,15.880196332931519
19.77697770902426,900,900.0,17.306936264038086
19.31795356297257,1000,1000.0,18.609587907791138
18.933229767450012,1100,1100.0,19.90843415260315
18.490574751750078,1200,1200.0,21.21742558479309
18.114135156763663,1300,1300.0,22.510973691940308
17.644875432005023,1400,1400.0,23.82603120803833
17.42815428441114,1500,1500.0,25.247928857803345
17.04261302003766,1600,1600.0,26.695754766464233
16.726880224624484,1700,1700.0,27.999304056167603
16.430739317790117,1800,1800.0,29.336100816726685
16.050559837039156,1900,1900.0,30.712678909301758
15.804527169407004,2000,2000.0,33.548072814941406
15.491774568463317,2100,2100.0,34.94522404670715
14.971632107649699,2200,2200.0,36.2669403553009
14.54042939856501,2300,2300.0,37.6177282333374
13.98702341023058,2400,2400.0,39.186423540115356
13.456684329722187,2500,2500.0,40.77520227432251
13.000187042916176,2600,2600.0,42.44389343261719
12.3387083204666,2700,2700.0,43.962058305740356
11.926238078882198,2800,2800.0,45.58201599121094
11.205424138815095,2900,2900.0,47.270740032196045
10.569239493643883,3000,3000.0,48.85301351547241
10.044357129842927,3100,3100.0,50.308056592941284
9.601287964547035,3200,3200.0,52.19275641441345
8.951632551627585,3300,3300.0,54.10222053527832
8.380210649849165,3400,3400.0,55.61830449104309
7.922770712635304,3500,3500.0,57.075371742248535
7.445078712878841,3600,3600.0,58.484392404556274
6.992367862474801,3700,3700.0,59.86979603767395
6.625707904891212,3800,3800.0,61.33743071556091
6.269434612576324,3900,3900.0,62.71702861785889
5.920324495523283,4000,4000.0,65.71162104606628
5.745738355240019,4100,4100.0,67.13393330574036
