actor_loss,frame,step,total_time
42.189186096191406,0,0.0,4.589000225067139
33.00522354805823,100,100.0,5.9710235595703125
20.857290116867215,200,200.0,7.339165210723877
10.468299610780017,300,300.0,8.67124080657959
5.001940429800808,400,400.0,10.31276249885559
2.3673447193485675,500,500.0,12.087259292602539
1.246973964837518,600,600.0,13.831354141235352
0.6287185883905628,700,700.0,15.594093322753906
0.2580814994502776,800,800.0,17.40005898475647
0.06342122635555149,900,900.0,19.179991245269775
-0.19662623634875412,1000,1000.0,20.946190357208252
-0.3169101118525066,1100,1100.0,22.92925238609314
-0.4025772172256862,1200,1200.0,24.821319580078125
-0.5194128455944581,1300,1300.0,26.564109325408936
-0.5939144990821876,1400,1400.0,28.556809425354004
-0.6069905322672117,1500,1500.0,30.522989511489868
-0.7084352959058072,1600,1600.0,32.20996403694153
-0.7176180735673054,1700,1700.0,33.95103192329407
-0.7194104514057094,1800,1800.0,35.62005615234375
-0.7481417852905717,1900,1900.0,37.33013439178467
-0.7896743803331168,2000,2000.0,39.47282409667969
-0.8071900311082897,2100,2100.0,41.23117399215698
-0.8275390236389519,2200,2200.0,42.98006010055542
-0.8659959037115078,2300,2300.0,44.72132658958435
-0.8319518527772167,2400,2400.0,46.460103273391724
-0.8711196308088774,2500,2500.0,48.51002478599548
-0.8424761973985351,2600,2600.0,50.52027893066406
-0.9154573962239936,2700,2700.0,52.39013671875
-0.8942397135024024,2800,2800.0,54.60998058319092
-0.9025406782874966,2900,2900.0,56.50428819656372
-0.9256522800810266,3000,3000.0,58.369837284088135
-0.9017200865367851,3100,3100.0,60.42157793045044
-0.913015900308838,3200,3200.0,62.35998320579529
-0.9046423597501057,3300,3300.0,64.03145432472229
-0.9311920034118218,3400,3400.0,65.73893213272095
-0.981765745004805,3500,3500.0,67.60422706604004
-0.9934300715380376,3600,3600.0,69.54438734054565
-0.9393636607887721,3700,3700.0,71.41111588478088
-0.9972969933901683,3800,3800.0,73.11000680923462
-1.0004120157791836,3900,3900.0,75.02983117103577
-0.9923004201143095,4000,4000.0,77.84984397888184
-0.9636882953714616,4100,4100.0,79.73152184486389
-1.0063768817056524,4200,4200.0,81.9034013748169
-1.0040012506565246,4300,4300.0,83.97914624214172
-0.9936552233625167,4400,4400.0,86.67114114761353
-0.9837843179702759,4500,4500.0,88.95150756835938
-0.9788576849911472,4600,4600.0,91.00002074241638
-1.0052139720704296,4700,4700.0,93.05000853538513
-1.0002048768029355,4800,4800.0,95.47132182121277
-0.9904971482730148,4900,4900.0,97.5292592048645
-1.0215598389063731,5000,5000.0,99.76533699035645
-1.0399881636742319,5100,5100.0,101.91015219688416
-1.0088060029072337,5200,5200.0,103.74019885063171
-1.017179981759279,5300,5300.0,105.57139682769775
-0.9819407303734581,5400,5400.0,107.39893388748169
-1.0499147797870163,5500,5500.0,109.13989043235779
-1.0423271620627677,5600,5600.0,110.93835186958313
-1.0007474708675157,5700,5700.0,112.95278191566467
-1.0668088994403877,5800,5800.0,114.87938165664673
-1.0266796890461798,5900,5900.0,116.73151016235352
-1.0296459900270594,6000,6000.0,119.09703207015991
-1.0249805232085805,6100,6100.0,120.8660409450531
-1.0281862424741877,6200,6200.0,122.67103719711304
-1.0609115444787658,6300,6300.0,124.81108689308167
