actor_loss,frame,step,total_time
48.64166259765625,0,0.0,3.7828288078308105
28.827472573459737,100,100.0,4.931167840957642
15.066462573438589,200,200.0,6.164389133453369
7.986061983769483,300,300.0,7.3010923862457275
3.9167925532501524,400,400.0,8.431320905685425
2.2110514510976205,500,500.0,9.559323072433472
1.3873360058901334,600,600.0,10.70028829574585
0.7221943533214013,700,700.0,12.101577281951904
0.3497608967199184,800,800.0,13.609383344650269
0.13272278261656809,900,900.0,15.10134243965149
-0.13020140994893442,1000,1000.0,16.581419229507446
-0.346687754413279,1100,1100.0,18.06600332260132
-0.537524784186689,1200,1200.0,19.5131413936615
-0.6959915749802448,1300,1300.0,20.99126887321472
-0.8257876788035478,1400,1400.0,22.60076928138733
-0.9153109697422178,1500,1500.0,24.088682889938354
-1.085682661521553,1600,1600.0,25.58125138282776
-1.135036566469929,1700,1700.0,27.083826780319214
-1.2214084102375673,1800,1800.0,28.560179471969604
-1.27810406153745,1900,1900.0,30.10145616531372
-1.3331045891978952,2000,2000.0,33.339064598083496
-1.4534688249672993,2100,2100.0,34.97149991989136
-1.4435192606236675,2200,2200.0,36.49022889137268
-1.4868346145837614,2300,2300.0,38.25725769996643
-1.5483641010699887,2400,2400.0,39.82141923904419
-1.5579211806306745,2500,2500.0,41.309380531311035
-1.6131079137915432,2600,2600.0,42.80491065979004
-1.6618507799535696,2700,2700.0,44.2994601726532
-1.6613994352888353,2800,2800.0,45.76295566558838
-1.6856397118898903,2900,2900.0,47.302751779556274
-1.735473896017169,3000,3000.0,48.75955128669739
-1.7636099310204534,3100,3100.0,50.24918174743652
-1.7415844508917024,3200,3200.0,51.704296350479126
-1.831686791807118,3300,3300.0,53.14616084098816
-1.819452434483141,3400,3400.0,54.6736946105957
-1.8548146651522948,3500,3500.0,56.139978885650635
-1.8849241839777124,3600,3600.0,57.65331721305847
-1.8732391725672353,3700,3700.0,59.14145231246948
-1.9170189269698492,3800,3800.0,60.75407361984253
-1.9379615748282706,3900,3900.0,62.38155221939087
-1.9794909918662345,4000,4000.0,65.486163854599
-1.9582131652548762,4100,4100.0,66.93023347854614
